[combat] time=0.332 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.333 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.333 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.553 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.555 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.573 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=3.408 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.408 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.408 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.408 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.408 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.408 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.409 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.409 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.416 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.416 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.424 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.425 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.425 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.425 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.425 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.425 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.425 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.425 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.425 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.425 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.426 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.426 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.433 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.434 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.434 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.434 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.434 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.434 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.434 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.434 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.434 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.434 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.435 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.435 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.442 unit=creature:328 track=0 requested=4 played=4 kind=BakedOnDemand
[anim] time=3.442 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.442 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.443 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.443 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.451 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.451 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.451 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.451 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.452 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.452 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.459 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.459 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.459 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.460 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.460 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.468 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.468 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.469 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.469 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.469 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.469 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.469 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.469 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.470 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.470 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.470 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.470 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.476 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.476 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.477 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.477 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.477 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.477 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.477 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.477 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.478 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.478 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.478 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.478 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.485 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.485 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.485 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.485 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.486 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.486 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.493 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.493 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.493 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.494 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.501 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.501 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.502 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.502 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.502 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.502 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.502 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.502 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.502 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.502 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.503 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.503 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.509 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.509 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.509 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.509 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.509 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.509 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.510 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.510 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.510 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.510 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.510 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.510 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.516 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.516 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.517 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.517 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.517 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.517 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.517 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.517 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.517 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.517 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.518 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.518 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.524 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.524 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.524 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.524 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.525 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.525 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.533 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.533 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.533 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.534 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.534 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.542 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.542 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.543 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.543 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.543 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.543 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.543 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.543 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.544 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.544 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.544 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.544 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.573 unit=player track=0 requested=0 played=0 kind=Exact
[combat] time=3.584 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=3.584 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[anim] time=3.592 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.592 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.592 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.593 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.594 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.594 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.622 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.622 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.622 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.623 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.623 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.623 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.623 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.623 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.624 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.624 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.624 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.624 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.638 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.638 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.638 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.639 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.639 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.639 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.639 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.640 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.658 event=TeleportWire cause=server-receive target=0x0000000000000000 detail=opcode=0x00C7;bytes=34;hex=010100000000000000000F9A4C06CDD70BC6357E04C3F90FA7427507C94010000000
[combat] time=5.084 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=64;hex=0B00000000A9A20406000030F10E0000004B6F626F6C64205665726D696E00A3A2046A060030F114000000596F75206E6F2074616B652063616E646C65210000
[combat] time=5.084 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=62;hex=0B07000000A7A20406000030F10E0000004B6F626F6C64205665726D696E00A2A2046A060030F112000000596969656565656521204D652072756E210000
[combat] time=5.388 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0B07000000C9A20427010030F111000000496E6E6B6565706572204661726C657900000000000000000027000000496620796F757220676C6173732069732066756C6C206D617920697420626520616761696E210000
[combat] time=5.925 event=TeleportApplied cause=server-authoritative target=0x0000000000000001 detail=counter=0;position=-8949.95|-132.493|83.5312;orientation=6.2821603;movementTime=105683471;flags=0x00000000
[combat] time=5.926 event=TeleportWire cause=client-send target=0x0000000000000000 detail=opcode=0x00C7;bytes=16;hex=01000000000000000000000026170000
[combat] time=5.928 event=AttackStartReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A1
