[combat] time=0.288 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.304 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.327 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=3.723 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.723 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.723 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.723 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.723 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.724 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.724 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.724 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.724 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.724 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.724 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.733 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.733 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.734 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.734 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.734 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.734 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.734 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.734 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.734 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.734 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.734 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.734 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.735 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.735 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.735 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.735 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.745 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.745 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.746 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.746 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.746 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.746 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.746 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.746 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.747 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.747 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.747 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.747 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.747 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.747 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.747 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.747 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.758 event=TeleportWire cause=server-receive target=0x0000000000000000 detail=opcode=0x00C7;bytes=34;hex=0101000000000000000077DC4806CDD70BC6357E04C3F90FA7427507C94013000000
[combat] time=3.758 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=32;hex=0A0000000000000000000000000E000000474D206D6F6465206973204F4E0000
[combat] time=3.758 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=3.758 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=52;hex=0A000000000000000000000000220000005468657265206973206E6F2068656C7020666F72207468617420636F6D6D616E640000
[anim] time=3.758 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.758 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.758 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.759 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.759 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.759 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.759 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.759 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.759 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.759 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.759 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.760 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.760 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.760 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.760 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.760 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.763 event=TeleportApplied cause=server-authoritative target=0x0000000000000001 detail=counter=0;position=-8949.95|-132.493|83.5312;orientation=6.2821603;movementTime=105438327;flags=0x00000000
[combat] time=3.764 event=TeleportWire cause=client-send target=0x0000000000000000 detail=opcode=0x00C7;bytes=16;hex=010000000000000000000000B40E0000
[combat] time=3.764 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=3.764 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[anim] time=3.772 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.772 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.772 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.773 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.773 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.773 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.773 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.773 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.773 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.773 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.773 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.773 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.774 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.774 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.774 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.774 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.786 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.786 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.786 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.786 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.786 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.787 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.787 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.787 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.787 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.787 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.787 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.787 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.787 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.787 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.787 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.787 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.791 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=There_is_no_help_for_that_command
[anim] time=3.799 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.800 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.800 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.800 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.800 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.801 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.801 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.801 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.801 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.801 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.801 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.801 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.801 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.801 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.801 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.801 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.812 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.812 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.813 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.813 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.813 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.813 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.813 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.813 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.813 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.813 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.813 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.813 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.814 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.814 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.814 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.814 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.829 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.829 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.829 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.829 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.829 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.830 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.830 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.830 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.830 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.830 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.830 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.830 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.830 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.830 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.830 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.830 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.842 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.842 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.842 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.843 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.843 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.843 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.843 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.843 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.843 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.843 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.843 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.843 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.844 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.844 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.844 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.844 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.855 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.855 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.856 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.856 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.856 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.857 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.857 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.857 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.857 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.857 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.857 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.857 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.857 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.857 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.858 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.858 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.870 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.870 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.871 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.871 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.871 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.872 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.872 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.872 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.872 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.872 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.872 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.872 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.872 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.872 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.873 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.873 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.884 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.884 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.885 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.885 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.885 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.885 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.886 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.886 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.886 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.886 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.886 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.886 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.886 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.886 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.887 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.887 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.898 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.898 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.898 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.898 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.898 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.899 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.899 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.899 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.899 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.899 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.899 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.899 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.899 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.899 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.900 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.900 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.911 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.911 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.911 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.911 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.911 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.912 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.912 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.912 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.912 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.912 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.912 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.912 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.912 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.912 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.913 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.913 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.925 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.925 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.925 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.926 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.926 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.926 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.926 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.926 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.926 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.926 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.926 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.926 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.927 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.927 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.927 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.927 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.937 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.937 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.937 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.937 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.937 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.937 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.937 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.937 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.938 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.938 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.938 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.938 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.938 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.938 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.938 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.938 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.949 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.949 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.949 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.949 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.949 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.949 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.949 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.950 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.950 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.950 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.950 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.950 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.950 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.950 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.950 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.950 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.962 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.962 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.962 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.962 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.962 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.963 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.963 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.963 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.963 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.963 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.963 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.963 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.963 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.963 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.964 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.964 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.976 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.976 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.976 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.977 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.977 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.977 unit=creature:447 track=0 requested=4 played=4 kind=Exact
