[combat] time=0.316 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.317 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.317 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.332 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.334 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.335 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.354 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=3.400 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.404 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.404 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.404 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.405 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.405 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.405 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.405 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.405 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.405 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.406 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.406 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.406 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.406 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.407 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.412 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.412 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.415 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.416 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.416 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.416 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.417 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.418 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.418 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.418 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.418 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.423 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.424 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.427 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.428 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.428 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.428 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.429 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.429 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.429 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.429 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.429 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.429 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.430 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.430 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.430 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.430 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.436 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.436 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.440 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.440 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.440 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.441 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.441 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.441 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.441 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.442 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.442 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.442 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.442 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.442 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.442 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.443 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.448 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.448 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.452 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.452 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.452 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.453 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.453 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.454 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.455 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.455 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.455 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.455 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.455 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.455 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.456 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.456 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.461 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.461 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.466 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.466 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.466 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.467 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.467 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.467 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.467 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.468 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.468 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.468 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.468 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.468 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.468 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.469 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.474 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.474 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.478 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.478 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.478 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.479 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.480 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.480 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.480 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.480 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.480 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.480 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.480 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.480 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.480 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.481 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.488 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.488 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.491 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.492 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.492 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.492 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.493 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.493 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.493 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.493 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.493 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.494 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.518 unit=player track=0 requested=0 played=0 kind=Exact
[combat] time=3.532 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=3.532 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[anim] time=3.538 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.538 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.543 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.543 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.543 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.544 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.545 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.545 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.545 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.545 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.545 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.546 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.546 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.546 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.546 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.547 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.569 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.569 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.574 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.574 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.574 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.575 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.575 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.575 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.575 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.576 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.576 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.576 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.576 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.576 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.576 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.577 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.590 unit=creature:3257 track=0 requested=0 played=0 kind=Exact
[anim] time=3.590 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=3.594 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=3.594 unit=creature:3167 track=0 requested=4 played=4 kind=Exact
[anim] time=3.594 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=3.595 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.595 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.595 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.595 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=3.596 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=3.596 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.596 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.596 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=3.596 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=3.596 unit=creature:3257 track=0 requested=4 played=4 kind=Exact
[anim] time=3.597 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=3.622 event=TeleportWire cause=server-receive target=0x0000000000000000 detail=opcode=0x00C7;bytes=34;hex=01010000000000000000686F4C06CDD70BC6357E04C3F90FA7427507C94014000000
